"File","RuleName","Severity","Message","Line"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ClaudeCodeConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","912"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ClaudeCodeConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","916"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-GeminiCLIConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","930"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-GeminiCLIConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","936"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-GeminiCLIConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","942"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-GeminiCLIConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","944"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-GeminiCLIConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","948"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Configure-VSCodeAIIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","990"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Configure-VSCodeAIIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1014"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Configure-VSCodeAIIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1016"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Configure-VSCodeAIIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1020"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-AIToolsIntegrationManagement' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1129"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Stop-AIToolsIntegrationManagement' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1167"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-AIToolsIntegrationStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1191"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-AIToolsIntegrationConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1234"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-AIToolsIntegrationOperation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1339"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-AIToolsIntegrationOperation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1347"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Reset-AIToolsIntegrationState' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1393"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Import-AIToolsIntegrationState' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1480"
"AIToolsIntegration.psm1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-AIToolsIntegrationCoordination' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1515"
"AIToolsIntegration.psm1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'AIToolsIntegration.psm1'",
"Invoke-AdvancedBackup.ps1","PSAvoidUsingConvertToSecureStringWithPlainText","Error","File 'Invoke-AdvancedBackup.ps1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead.","342"
"Invoke-AdvancedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-AdvancedBackup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","307"
"Invoke-AdvancedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Initialize-DeduplicationIndex' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","331"
"Invoke-AdvancedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Backup-SingleFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","400"
"Invoke-AdvancedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Backup-SingleFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","431"
"Invoke-AdvancedBackup.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","91"
"Invoke-AdvancedBackup.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","188"
"Invoke-AdvancedBackup.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'content' is assigned but never used.","503"
"Invoke-BackupConsolidation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-BackupConsolidation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","132"
"Invoke-BackupConsolidation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-BackupConsolidation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","145"
"Invoke-BackupConsolidation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-BackupConsolidation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","234"
"Invoke-BackupMaintenance.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Invoke-BackupMaintenance.ps1'",
"Invoke-PermanentCleanup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-PermanentCleanup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","94"
"Invoke-PermanentCleanup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-PermanentCleanup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","176"
"Invoke-PermanentCleanup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-PermanentCleanup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","209"
"Invoke-PermanentCleanup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-PermanentCleanup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","214"
"Invoke-PermanentCleanup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-PermanentCleanup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","262"
"New-BackupExclusion.ps1","PSAvoidAssignmentToAutomaticVariable","Error","The Variable 'error' cannot be assigned since it is a readonly automatic variable that is built into PowerShell, please use a different name.","169"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-BackupExclusion' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","178"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-GitignoreFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","249"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-GitignoreFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","256"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PSScriptAnalyzerSettings' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","298"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PSScriptAnalyzerSettings' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","304"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PSScriptAnalyzerSettings' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","312"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PesterConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","357"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PesterConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","363"
"New-BackupExclusion.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-PesterConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","371"
"Restore-BackupData.ps1","PSAvoidAssignmentToAutomaticVariable","Error","The Variable 'error' cannot be assigned since it is a readonly automatic variable that is built into PowerShell, please use a different name.","182"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-BackupData' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","115"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-BackupData' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","230"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-DeduplicatedFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","260"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-DeduplicatedFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","278"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-DeduplicatedFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","284"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-BackupFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","308"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-BackupFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","334"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-BackupFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","342"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Decompress-Data' returns an object of type 'System.Byte[]' but this type is not declared in the OutputType attribute.","364"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Unprotect-Data' returns an object of type 'System.Byte[]' but this type is not declared in the OutputType attribute.","386"
"Restore-BackupData.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-RestoredFiles' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","423"
"Restore-BackupData.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","66"
"Restore-BackupData.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'content' is assigned but never used.","409"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-AutomatedBackup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","208"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-NextRunTime' returns an object of type 'System.DateTime' but this type is not declared in the OutputType attribute.","247"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Create-AutomatedBackupScript' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","367"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Create-MonitoringScript' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","436"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Create-RetentionScript' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","496"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-WindowsScheduledTask' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","518"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-WindowsScheduledTask' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","526"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-CronJob' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","551"
"Start-AutomatedBackup.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-CronJob' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","559"
"Start-AutomatedBackup.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'trigger' is assigned but never used.","510"
"Get-DevEnvironmentStatus.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Get-DevEnvironmentStatus.ps1'",
"Get-DevEnvironmentStatus.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-DevEnvironmentStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","67"
"Initialize-DevelopmentEnvironment.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Initialize-DevelopmentEnvironment.ps1'",
"Initialize-DevEnvironment.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Initialize-DevEnvironment.ps1'",
"Initialize-DevEnvironment.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'result' is assigned but never used.","26"
"Initialize-DevEnvironment.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Initialize-DevEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","34"
"Initialize-VSCodeWorkspace.ps1","PSAvoidDefaultValueSwitchParameter","Warning","File 'Initialize-VSCodeWorkspace.ps1' has a switch parameter default to true.","67"
"Initialize-VSCodeWorkspace.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-RecommendedVSCodeSettings' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","293"
"Initialize-VSCodeWorkspace.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-RecommendedVSCodeExtensions' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","487"
"Initialize-VSCodeWorkspace.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-VSCodeLaunchConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","557"
"Initialize-VSCodeWorkspace.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-VSCodeTasksTemplate' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","708"
"Initialize-VSCodeWorkspace.ps1","PSAvoidSemicolonsAsLineTerminators","Warning","Line ends with a semicolon","543"
"Initialize-VSCodeWorkspace.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Initialize-VSCodeWorkspace.ps1'",
"Install-ClaudeCodeDependencies.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Install-ClaudeCodeDependencies.ps1'",
"Install-ClaudeCodeDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'wslOutput' is assigned but never used.","243"
"Install-ClaudeCodeDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'wslCheck' is assigned but never used.","323"
"Install-ClaudeRequirementsSystem.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Install-ClaudeRequirementsSystem.ps1'",
"Install-ClaudeRequirementsSystem.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ClaudeRequirementsSystem' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","222"
"Install-ClaudeRequirementsSystem.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ClaudeRequirementsSystem' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","225"
"Install-ClaudeRequirementsSystem.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ClaudeRequirementsSystem' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","229"
"Install-CodexCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","95"
"Install-GeminiCLIDependencies.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Install-GeminiCLIDependencies.ps1'",
"Install-GeminiCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","101"
"Install-GeminiCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'nodeResult' is assigned but never used.","249"
"Install-GeminiCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'geminiResult' is assigned but never used.","299"
"Install-GeminiCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'nodeResult' is assigned but never used.","389"
"Install-GeminiCLIDependencies.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'geminiResult' is assigned but never used.","440"
"Install-GeminiCLIDependencies.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Install-WSLUbuntu' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","511"
"Install-PreCommitHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Install-PreCommitHook' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","52"
"Install-PreCommitHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Install-PreCommitHook' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","83"
"Install-PreCommitHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Remove-PreCommitHook' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","117"
"Install-PreCommitHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Remove-PreCommitHook' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","120"
"Install-VSCodeExtensions.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Install-VSCodeExtensions' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","139"
"Install-VSCodeExtensions.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","47"
"New-VSCodeWorkspaceFile.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","101"
"New-VSCodeWorkspaceFile.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","71"
"New-VSCodeWorkspaceFile.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-VSCodeWorkspaceFile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","161"
"Optimize-PlatformEnvironment.ps1","PSAvoidDefaultValueSwitchParameter","Warning","File 'Optimize-PlatformEnvironment.ps1' has a switch parameter default to true.","57"
"Optimize-PlatformEnvironment.ps1","PSAvoidDefaultValueSwitchParameter","Warning","File 'Optimize-PlatformEnvironment.ps1' has a switch parameter default to true.","63"
"Optimize-PlatformEnvironment.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Optimize-PlatformEnvironment.ps1'",
"Optimize-PlatformEnvironment.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'wslCheck' is assigned but never used.","247"
"Optimize-PlatformEnvironment.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'xcodeSelect' is assigned but never used.","513"
"Optimize-PlatformEnvironment.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","233"
"Optimize-PlatformEnvironment.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","269"
"Optimize-PlatformEnvironment.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","499"
"Optimize-PlatformEnvironment.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","527"
"Optimize-PlatformEnvironment.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Optimize-PlatformEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","134"
"Optimize-PlatformEnvironment.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Optimize-WindowsEnvironment. Instead, please use SupportsShouldProcess attribute.","144"
"Optimize-PlatformEnvironment.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Optimize-LinuxEnvironment. Instead, please use SupportsShouldProcess attribute.","276"
"Optimize-PlatformEnvironment.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Optimize-MacOSEnvironment. Instead, please use SupportsShouldProcess attribute.","415"
"Resolve-ModuleImportIssues.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModuleImports' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","409"
"Resolve-ModuleImportIssues.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'originalContent' is assigned but never used.","234"
"Resolve-ModuleImportIssues.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'originalContent' is assigned but never used.","321"
"Resolve-ModuleImportIssues.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'originalContent' is assigned but never used.","499"
"Resolve-ModuleImportIssues.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Resolve-ModuleImportIssues.ps1'",
"Resolve-ModuleImportIssues.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Install-ProjectModulesToStandardLocations. Instead, please use SupportsShouldProcess attribute.","139"
"Resolve-ModuleImportIssues.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Fix-MalformedImportStatements. Instead, please use SupportsShouldProcess attribute.","223"
"Resolve-ModuleImportIssues.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Standardize-ImportPaths. Instead, please use SupportsShouldProcess attribute.","289"
"Resolve-ModuleImportIssues.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Remove-HardcodedPaths. Instead, please use SupportsShouldProcess attribute.","346"
"Resolve-ModuleImportIssues.ps1","PSUseSupportsShouldProcess","Warning","Whatif and/or Confirm manually defined in function Fix-PowerShellSyntaxErrors. Instead, please use SupportsShouldProcess attribute.","438"
"Set-PatchManagerAliases.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Set-PatchManagerAliases.ps1'",
"Test-DevEnvironment.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Test-DevEnvironment.ps1'",
"Test-DevEnvironment.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-DevEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","56"
"Test-DevEnvironment.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-DevEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","267"
"Test-DevEnvironment.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-DevEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","271"
"Test-VSCodeIntegration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-VSCodeIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","76"
"Test-VSCodeIntegration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-VSCodeIntegration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","164"
"Update-VSCodeSettings.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'projectRoot' is assigned but never used.","39"
"Update-VSCodeSettings.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-VSCodeSettings' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","112"
"Update-VSCodeSettings.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Merge-HashTables' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","156"
"Confirm-Action.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Confirm-Action' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","55"
"Confirm-Action.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Confirm-Action' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","57"
"Confirm-Action.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Confirm-Action' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","65"
"Get-FeatureRegistry.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-FeatureRegistry' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","22"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-LicenseSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","36"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-LicenseSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","42"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-LicenseSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","59"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-LicenseSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","80"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SignatureFormat' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","103"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SignatureFormat' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","108"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SignatureFormat' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","111"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SignatureFormat' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","113"
